T2,layer_id
18.847690739707524,0
10.97910557666739,0
15.267905122500112,0
12.919740992724403,0
15.405596617945365,0
14.11949508196852,0
14.69087817838892,0
14.398245534674809,0
15.407019646174836,0
10.623890205912636,0
18.163180571051782,0
16.462455233093994,0
14.147227881030007,0
18.44313586212071,0
20.016904726032987,0
17.237641515737927,0
15.946959734573998,0
14.151371594089442,0
20.52994892760666,0
19.547185586955443,0
16.82067755734556,0
20.51680699489855,0
18.607157134206734,0
17.34447577204009,0
16.07986657002652,0
20.400653432300746,0
18.329968900083763,0
17.09151317431227,0
19.632259324542765,0
13.740628306337968,0
15.867722390522612,0
14.79010036727079,0
15.966481626628353,0
11.661932167391388,0
14.297321585701296,0
10.89362881579885,0
13.187263214334248,0
13.61539492614258,0
13.54770719288896,0
15.278952138164478,0
18.1129788356845,0
14.691615103109834,0
9.90385458874586,0
13.041971671805126,0
8.257775653954669,0
13.49268349032642,0
9.646824348509854,0
9.848279329958674,0
15.149753210463844,0
13.274181799078786,0
10.590230989189514,0
9.626739918688884,0
13.065742238001182,0
11.930215456307403,0
13.014019936282292,0
15.89053938920389,0
12.511885821175657,0
14.554029057165923,0
13.33783754806655,0
14.47881591961376,0
12.999114876459181,0
14.371866273683912,0
12.022410078511758,0
12.849053992636648,0
15.339723834322687,0
13.557073827469498,0
12.225626392265058,0
14.18178676766325,0
16.61317108693424,0
14.18286368664644,0
12.092034526214432,0
16.66576432099573,0
16.665232994484818,0
13.810388008144546,0
15.803583485928257,0
18.868348428855032,0
18.541714962190067,0
20.613364404655563,0
20.482497356268468,0
18.55157431683411,0
19.282371824863144,0
20.108523492940805,0
22.00382636835931,0
19.54226568944913,0
19.57278878465517,0
17.86094279678006,0
20.34996811181878,0
17.27764765122547,0
12.17296049489209,0
16.95924101563874,0
11.272177586140963,0
12.854555315372634,0
16.300060393710794,0
14.711553346632892,0
13.40487275786445,0
13.272289970652304,0
20.09361567042169,0
24.102289358081126,0
19.677352597629113,0
17.772534108755487,0
17.8965381354613,0
14.899416062770479,0
13.361414426214301,0
12.17317697478486,0
16.522847829359726,0
16.413272977167615,0
17.70962390752978,0
15.111421185021506,0
17.131122021704122,0
16.662680100214857,0
17.60973853994672,0
17.30555078097021,0
9.689268909665525,0
11.15566435898812,0
13.660561040153317,0
12.735399415398781,0
16.080856959756808,0
15.206175112672902,0
17.09076189306554,0
19.992645083724003,0
50.60300797532488,1
38.91557404006422,1
37.70825800794263,1
35.60903204705626,1
42.434333244439536,1
43.38260787506852,1
57.87658184907483,1
58.59062264031048,1
50.884283183075404,1
50.98983120828447,1
49.14635604025409,1
59.99603397950864,1
45.13308109929212,1
37.610365709483574,1
48.35177288587118,1
49.12047859994189,1
49.57262339268568,1
43.46273645651159,1
45.83442089829003,1
53.9236893210013,1
46.16964670375911,1
44.41536632201575,1
43.26582658644175,1
36.47745835758569,1
46.57224614375911,1
56.57193441848551,1
51.35238555835595,1
52.55065805510066,1
64.50666475848891,1
61.936564752630645,1
60.34025588310327,1
69.29927128112507,1
71.84973534523586,1
61.977165110097914,1
46.85155011718158,1
68.02997301440634,1
53.43144329108498,1
70.95786550093821,1
66.5568063041405,1
61.909610248690726,1
70.04108249773424,1
56.32583330399433,1
47.41897012992423,1
55.43557558387053,1
53.65613576997086,1
46.62752687308066,1
48.068946207148954,1
42.88073397343346,1
50.273629541517096,1
48.891095587882205,1
56.7403607796899,1
50.563893975575105,1
52.66840542623124,1
49.3073141937206,1
49.773546841500874,1
50.63868966871234,1
41.05331251633006,1
58.521526776924695,1
63.60951329778816,1
65.30238595776588,1
50.64652515212627,1
55.99640489504041,1
46.23700650892964,1
52.331524795727304,1
47.22177021525915,1
43.415480873751164,1
59.36092375302795,1
73.65417819995803,1
46.5494808634568,1
55.363697609846554,1
55.24110666751463,1
53.36650959862565,1
57.12325095220228,1
46.077109500323935,1
54.17845842957015,1
41.003309867923164,1
64.75024328061393,1
55.93372359405408,1
53.37507507043846,1
50.04807907747258,1
55.441392804995296,1
41.789770467394945,1
60.577996637957774,1
55.181667862541026,1
54.56394873095792,1
62.984421637616414,1
52.4077880687209,1
59.05006493740211,1
48.84697949723804,1
64.27562824794055,1
54.40297928403598,1
54.68446118672581,1
44.898773701882796,1
53.80603926120068,1
59.657035153709934,1
52.283916446527265,1
48.94536659796668,1
50.42762752527134,1
45.53652328811848,1
38.21446989333222,1
47.26675634886361,1
46.03519489687871,1
43.65034910398438,1
46.39212693945251,1
51.54341346271418,1
58.49103563491875,1
61.946268781385236,1
62.63572545803584,1
61.09516509278871,1
62.17174487392007,1
74.66868172294441,1
74.08662498581621,1
69.30449684829937,1
64.61287575890938,1
47.294106772622264,1
39.73421768933287,1
31.978290839519197,1
20.074855427003648,1
13.932482981386393,1
14.86864045734529,1
34.656620301244,2
33.43725182150109,2
47.15889989435431,2
60.80488974576906,2
64.85685028218582,2
72.62355189308246,2
79.9894333048138,2
80.94270782916443,2
78.20307660219875,2
95.17542162237966,2
94.24472881077475,2
108.58706411004745,2
99.13799817870657,2
96.23784973519997,2
100.01100427929453,2
101.33144576419882,2
107.97672630095306,2
109.34645940111605,2
90.22056776384598,2
96.08883301018338,2
87.08271802167923,2
97.35072003369962,2
91.51493881767084,2
96.431839200788,2
84.9771449749469,2
99.7466610649706,2
103.65711629353274,2
97.63627588427694,2
91.36824578940808,2
95.73181908491132,2
94.89553239314021,2
86.32875781492434,2
79.16763373280787,2
82.0665756763584,2
84.68813169070053,2
72.96280985068711,2
76.4957366589248,2
80.93721620653776,2
78.68181438908594,2
75.7473171353993,2
88.34529332297289,2
68.8627188226756,2
72.11461540696219,2
69.72322697472065,2
70.91191796099959,2
66.70324536914481,2
59.69176904707194,2
58.87686297436247,2
58.55663884201945,2
58.04420042090009,2
61.2630463801559,2
58.864656528704934,2
63.58138940773481,2
52.08171857615717,2
53.40286181854544,2
57.17812731520743,2
46.553272480708394,2
54.02718797586207,2
44.645146772318455,2
50.17539296452401,2
47.10458394333376,2
50.22984025281187,2
44.43842531315758,2
59.43227752693715,2
56.15133437013792,2
46.73120230493825,2
45.41113722664879,2
44.132642929907924,2
43.99812428332265,2
47.041936639765105,2
53.04504297108066,2
49.64483009991055,2
53.64609512802485,2
54.15126129193003,2
56.039727813836,2
64.6812711818145,2
62.809149692084034,2
57.5149022511967,2
63.14663900421117,2
55.04498257744912,2
49.59809425577674,2
52.76323552650392,2
55.08752776185512,2
62.88026766530382,2
70.150035691999,2
44.70526669982189,2
46.56664372388556,2
51.6338866797494,2
45.80659621303133,2
44.104544707104694,2
38.87538132099462,2
49.7373746485082,2
47.93619186804812,2
50.050048176556444,2
45.887980810178036,2
42.72806264732331,2
48.15591908493482,2
43.72119434493483,2
31.998639205941597,2
28.932713402992086,2
38.04387116507015,2
36.7993299927745,2
33.23628819105521,2
35.406443196557206,2
34.335573404554744,2
25.631997135176974,2
26.137786278852488,2
25.20776770757747,2
23.828796246567627,2
26.348582947555716,2
19.50021578221365,2
24.89875431440854,2
22.867624576945566,2
24.47753865403849,2
27.6501806183692,2
33.85508867304831,2
34.45915970864746,2
50.417291498882435,2
58.609693275966315,2
60.399189540585574,2
19.2959624615857,3
19.711666900939175,3
11.10026240200497,3
14.43445238538216,3
12.560449307498533,3
11.702859004491298,3
16.62085272759988,3
13.833186249519025,3
14.567646290223811,3
17.43513522216819,3
15.900840596443802,3
12.50660551206943,3
16.271262126467686,3
15.016168168179847,3
15.005093338119071,3
18.606607402134472,3
10.736900776563033,3
15.942390007290136,3
15.980831848340491,3
19.866809632730806,3
18.634669824791263,3
16.039286192387898,3
14.724950640872356,3
16.34548398754392,3
15.87364850219071,3
16.433976269857546,3
13.211398889446382,3
18.12766510292269,3
20.768216594591355,3
20.51033499589638,3
16.96402438969151,3
18.414040493561423,3
24.447909869392003,3
21.16592893072013,3
16.842647155046365,3
16.21153120412578,3
21.51909022237041,3
19.721272292983354,3
27.54374041264961,3
21.195282751754903,3
18.34243466908668,3
17.035918892615754,3
16.2040444760729,3
19.728176240005983,3
18.698909396665215,3
19.233168368459832,3
16.475878955117096,3
18.260133231300905,3
14.744044520698935,3
13.81633909232179,3
13.08649602304094,3
16.17961177397628,3
13.765144168269845,3
15.109780729541821,3
14.3366345732031,3
14.41189270999701,3
17.957135982222766,3
16.96909236048912,3
20.952952414805445,3
20.033743596262408,3
18.705035134786286,3
21.211499071517206,3
19.676542716053923,3
20.75994920722994,3
17.82222104931202,3
20.256806480508565,3
15.959198004386803,3
22.531485983423643,3
26.29746887211049,3
20.20815360530118,3
20.225648398219853,3
21.868719297411047,3
22.4043292409839,3
25.4076498300996,3
23.957076210191182,3
26.325537798064765,3
27.788824520133716,3
29.2344205234607,3
30.701288104310514,3
30.25897090483607,3
29.35072892468554,3
31.12814643100918,3
30.10049831815301,3
27.868025863525517,3
25.41775335769074,3
26.71504246267135,3
28.635669773681283,3
24.301773592783555,3
26.900697004578998,3
27.276274816883756,3
29.914605129329956,3
22.52282833544526,3
24.77606329352636,3
25.579497533451583,3
24.110314716114196,3
22.751502119065126,3
28.364380493520326,3
21.73481872623401,3
20.1735695645354,3
28.116879476268736,3
34.311130530671235,3
30.89366552145515,3
34.304115831269556,3
34.21752397172397,3
32.76267921723865,3
29.723373725716915,3
36.01687912998955,3
26.728241256492066,3
31.64939050306796,3
32.52059697408742,3
34.27704467680846,3
29.80823172730165,3
30.992137435952564,3
37.72439041145541,3
32.881565899330326,3
29.376844698162785,3
26.811226377096922,3
27.63537484791263,3
24.647297793398522,3
34.15734789728968,3
35.76024400667866,4
17.896745147313485,4
16.372548027160516,4
25.642892245543575,4
12.997252169842376,4
16.19818953302718,4
17.86041315319572,4
26.743356395289165,4
16.119021905151406,4
35.38174872584408,4
16.882969483826745,4
26.40974683924763,4
32.06605557385345,4
21.992468135449396,4
23.681268444970712,4
25.92333865311772,4
28.470504760169987,4
11.059162953442808,4
28.611142633138236,4
18.56571739611405,4
34.41279275990823,4
20.185409573534436,4
35.816211107383644,4
20.17929426879857,4
24.770836650526537,4
22.7403168532317,4
26.72182733874782,4
23.085381352394702,4
28.911779682993526,4
16.792379655925444,4
44.28592028994044,4
16.06382384308526,4
30.7121168887335,4
28.843614712155627,4
29.054261552948102,4
12.692153525465624,4
44.24389405617406,4
18.748451755527984,4
40.08400150687123,4
32.41117642756658,4
36.01772255252656,4
22.870227305524658,4
29.465294432821132,4
19.265748876238963,4
20.369605415138523,4
48.218310542666856,4
35.99641190305972,4
30.722866042503217,4
25.04322622769894,4
30.52566617373134,4
30.606495515558006,4
33.063317775508025,4
34.49297643389258,4
27.820096521434582,4
14.72314661276901,4
23.736491941795236,4
38.17101522567189,4
37.50298731904451,4
34.69568057164686,4
33.37153977927453,4
35.65654984444454,4
29.1919820783792,4
41.735376632312516,4
32.28872167376834,4
22.925149081901356,4
20.030980202941798,4
34.8336164142646,4
37.47020599727308,4
49.61315439264643,4
40.24493031755049,4
43.17053839490907,4
34.6594092065303,4
38.53419467193207,4
32.91580860224017,4
41.92094455949391,4
22.116506746427785,4
47.391015607744755,4
19.417120329964426,4
64.10850633565411,4
22.83560445382817,4
43.855194994981176,4
19.58745959007828,4
60.66226872095646,4
34.04626092336474,4
53.91162841453992,4
22.34094666656718,4
43.47530279051222,4
17.86504597366571,4
23.01191830002123,4
36.32556644871572,4
46.382782582133416,4
30.302418514092757,4
60.13510631627734,4
36.30413902579986,4
56.28025916652267,4
35.1078395910525,4
83.14546000697392,4
33.49050265336112,4
97.81455721361215,4
36.698977895185585,4
72.0939329937823,4
71.45537237572127,4
83.877252952114,4
56.493997156864054,4
96.13313383776065,4
59.387214125434554,4
89.28333800206838,4
27.12974903730674,4
82.43350559263044,4
32.32824668547475,4
77.94306506497489,4
67.98981335699669,4
85.74295542622515,4
62.90484531985902,4
104.8140167109622,4
82.76480436203265,4
103.2184230667615,4
41.966503679303784,4
110.79721983803037,4
57.437892883980695,4
16.59702524274914,5
24.16032407397662,5
21.119234741830574,5
22.60254786330645,5
16.88702428676912,5
13.212659658550487,5
9.10766227382915,5
11.111138648431414,5
10.941370087909842,5
11.879309050975419,5
14.967654113411529,5
19.351573683020597,5
20.658616509750072,5
18.36701657294559,5
18.984674656919115,5
17.931175666763146,5
14.604843771127268,5
16.336804689988096,5
15.495653313098728,5
17.4154375038702,5
14.81915541662214,5
18.193856402708445,5
17.53778091322963,5
16.18743368936971,5
14.637134395002574,5
17.078862327766675,5
15.267383198026941,5
21.050856891371023,5
19.571095738224347,5
25.98176483779574,5
19.29750811123538,5
19.467529326588444,5
16.07236181492038,5
17.26892240925963,5
18.67558074687412,5
18.923846664390744,5
21.891439508282733,5
24.621440145908103,5
15.160717927261993,5
21.079876761821374,5
20.491575416486754,5
15.303733005698978,5
17.75062215363094,5
15.737630259069304,5
19.10886455664638,5
19.099909755428733,5
16.915743735627544,5
17.96864132980579,5
20.320901095082878,5
19.62364680680489,5
19.326539914721746,5
19.022963524706814,5
18.196919263019364,5
18.984871760060813,5
25.327611001968826,5
27.10486896802761,5
22.50277030134494,5
28.105588106739358,5
19.458905575528608,5
23.351347095399326,5
22.15699269050331,5
23.163390519994167,5
19.940168598885347,5
17.69501793170366,5
15.392862167198025,5
16.630662532333552,5
18.313030518469226,5
15.345021217726899,5
15.453007762106013,5
18.15152239530306,5
20.725241418669576,5
20.766382155142512,5
17.02066085386418,5
21.2816192991438,5
18.593335178733078,5
17.25496605512039,5
19.764736873554902,5
21.253488901781235,5
18.685320199670663,5
20.82623675169395,5
21.910632105946085,5
23.956826386488274,5
21.546278640963166,5
22.6143289339915,5
22.469426774756577,5
21.626756467463775,5
21.49065087928307,5
22.113004786548377,5
27.401427889831233,5
29.66681395342598,5
23.212483312339096,5
23.220883585635104,5
18.368454726478067,5
27.121649486661436,5
24.92338061535875,5
29.399329118674064,5
34.08309261168434,5
27.3297203954688,5
22.909385508448416,5
27.625923728819185,5
25.400607040252808,5
25.919896060484145,5
25.560534127224535,5
20.624986531838275,5
22.09870859288286,5
23.425829715635178,5
19.883314501175427,5
22.890267417415025,5
21.690193427069957,5
21.027411766142695,5
21.13183588596943,5
21.01527751268237,5
23.12085462630936,5
20.332990688082543,5
