x,y,temp_std,layer_id,temp_boxcox_cs
19,55,-2.697781645230429,1,1.8835761577987644
66,55,-2.082991513344581,1,6.950869788362999
79,55,-1.8983437413158661,1,9.496430170999249
99,55,-1.8273824790647735,1,10.634559264277723
5,56,-2.7383221892268206,1,1.6901421795548153
7,56,-2.5103751700129684,1,2.9709764735989372
9,56,-2.4780994324723444,1,3.19349367624428
22,56,-1.7488757110728739,1,12.006433092695469
43,56,-1.654687393016385,1,13.818388905593068
83,56,-1.8174121834296255,1,10.802087115007373
3,57,-1.8291535737908164,1,10.604999871084647
5,57,-2.8263759740666043,1,1.3153542066530013
7,57,-2.04701268546707,1,7.402444354959269
9,57,-1.6989963863322557,1,12.942714394471693
83,57,-1.7223405454696596,1,12.498105441527489
87,57,-1.672025231868156,1,13.470726170555405
3,58,-2.4585495155171975,1,3.3337439969124416
5,58,-2.430133942287578,1,3.545153909174575
7,58,-1.9456521419726827,1,8.788763906906732
9,58,-2.0964979404853548,1,6.786603411048808
25,58,-1.6403531970574357,1,14.110760872119988
67,58,-2.154208324039003,1,6.116071468764932
89,58,-2.242808114598993,1,5.181069838398328
99,58,-2.045772417829414,1,7.418379182559277
117,58,-2.870236072746942,1,1.1502893034805386
3,59,-2.0498508520584986,1,7.366073041044216
4,59,-2.2553522128684165,1,5.0575094492695
5,59,-2.24522099412404,1,5.157137472303158
10,59,-2.011750352207424,1,7.865247839407184
21,59,-3.0121410354126112,1,0.7040306549876701
31,59,-2.8020041806050897,1,1.4131275139400628
39,59,-2.3358436577016093,1,4.313925783226001
69,59,-4.196023752169136,1,-0.25158184893346697
80,59,-1.9481530741480384,1,8.75245571627268
81,59,-1.6577410372084025,1,13.7566838864198
83,59,-1.7603692006536547,1,11.797929876700925
99,59,-2.2173645125730346,1,5.4382827392064925
101,59,-2.380424103719366,1,3.9372376455226754
117,59,-2.769620671929091,1,1.5500120695256687
5,60,-2.157167209284257,1,6.083032812538595
9,60,-2.016997629654735,1,7.795088446929634
11,60,-2.3915752322364594,1,3.8467661851268335
12,60,-2.708373183527093,1,1.831709946586448
19,60,-2.8582563912331684,1,1.1940166360149074
23,60,-1.7971273811602262,1,11.148870291846636
41,60,-2.4564444617147534,1,3.3490961116272433
57,60,-2.5674395072166725,1,2.6040682765135528
87,60,-2.5237641247528666,1,2.881896629936539
117,60,-1.653704408313306,1,13.83829526450272
3,61,-2.1315905847502385,1,6.372894904560129
5,61,-1.9986703965726702,1,8.042126263426079
79,61,-2.0440269669408053,1,7.440846557253095
81,61,-1.9923841248381053,1,8.128152677624032
87,61,-1.7812225258277317,1,11.426414798548537
8,62,-1.801783031146646,1,11.068569365105787
9,62,-2.2475485310635395,1,5.134126372182773
11,62,-2.6826341090142867,1,1.9594229611007123
18,62,-1.735017090927792,1,12.261416581226973
23,62,-1.7145211233020796,1,12.645764668163796
69,62,-1.675331732834226,1,13.405159823958336
77,62,-1.667060329197678,1,13.56961958762074
83,62,-1.9885411317575814,1,8.181070867163712
106,62,-1.7022972400928034,1,12.879153674102515
8,63,-2.0376528097695124,1,7.523312708211599
9,63,-1.794396759328985,1,11.19616595638725
10,63,-1.8400871371149323,1,10.423846592328678
28,63,-1.8265673155147057,1,10.648184468354454
30,63,-2.2914010131411677,1,4.714106549250311
53,63,-2.5526299642739767,1,2.696119449116023
73,63,-1.7170843585999125,1,12.59722130135246
80,63,-1.7717268117730793,1,11.594508251167898
81,63,-1.9065782049330553,1,9.370376130317926
3,64,-1.7065439747531699,1,12.797716346663103
8,64,-1.7006959831654396,1,12.909958560499888
10,64,-2.387774537648128,1,3.877436190134301
11,64,-2.0908143928993357,1,6.855381976636332
73,64,-1.9431064537475005,1,8.825834188581032
101,64,-1.9177184019207327,1,9.201785726289128
1,65,-1.9863865113625234,1,8.210849194892026
6,65,-1.853088141988845,1,10.211391661925644
7,65,-2.503135131191945,1,3.0199276713230536
10,65,-2.1098436179745885,1,6.627059866579551
19,65,-1.8686621242161752,1,9.961071244257623
27,65,-1.828580246392671,1,10.61456206937365
79,65,-2.408235031003071,1,3.7143338550228524
101,65,-1.73734160291451,1,12.218373781947442
3,66,-1.8536754935983162,1,10.201868763965216
6,66,-1.7715065222519761,1,11.598429171254212
9,66,-1.6910463552492008,1,13.096743245535372
10,66,-2.551263313926699,1,2.7047244816208043
13,66,-1.8064117984195542,1,10.989152174650792
87,66,-2.0214565725387788,1,7.735826848166905
101,66,-1.6746018467384107,1,13.419612925861221
6,67,-2.5546900717259104,1,2.6831835150605583
10,67,-1.7992149430452897,1,11.112811404757732
64,67,-1.6583209959356118,1,13.744987560312016
100,67,-2.0686871425302775,1,7.1279492440197645
101,67,-1.9726156885748283,1,8.40303293331819
117,67,-3.3550193675964044,1,0.06152996768834461
5,68,-1.8577843408289842,1,10.135432002006434
6,68,-1.9101952758046383,1,9.315392668638308
8,68,-1.7512395071560811,1,11.9633328250695
11,68,-1.8482653289178566,1,10.28983083555579
13,68,-1.6331942287080912,1,14.258470478089496
23,68,-1.8797336390184198,1,9.785862166424407
41,68,-2.6470711212317766,1,2.1454013787999844
58,68,-1.7205819058340923,1,12.531204209346281
72,68,-1.7992818047261356,1,11.111657900577208
76,68,-1.7789476733042506,1,11.466520782565187
95,68,-3.2293075932797928,1,0.23774786063417058
96,68,-1.669626251315788,1,13.518443960690188
23,69,-1.8281047278570137,1,10.622497746747007
76,69,-1.7368700673653756,1,12.227096201393733
77,69,-2.4311477874746377,1,3.5374544925852613
96,69,-1.8245195549267144,1,10.682468402787908
2,70,-1.900930102496619,1,9.456705668730208
8,70,-1.8691743964674759,1,9.952914335398
9,70,-1.8738970701596047,1,9.877944511808554
28,70,-1.6450097572150504,1,14.01528845502774
46,70,-2.5498725581207258,1,2.713500560818003
16,71,-1.7379932498767672,1,12.206327183943314
67,71,-1.719821019264856,1,12.545544497432857
79,71,-1.9469048165242344,1,8.770564091341575
81,71,-1.7178051811419608,1,12.583594782862711
82,71,-2.131172207675149,1,6.377717329835837
96,71,-2.3494357504970154,1,4.196500721957426
102,71,-2.9467295726493443,1,0.8939353447149011
40,72,-1.7414353007885226,1,12.142840423500155
78,72,-1.8256577089799546,1,10.663403307496834
82,72,-1.670313303098771,1,13.504765249248837
19,73,-1.681441587212878,1,13.28462105423426
79,73,-1.7162397092847332,1,12.613202418788749
82,73,-2.198614974198454,1,5.6335721691068015
96,73,-1.6524158842479246,1,13.864420970264575
98,73,-1.7554569933542294,1,11.886714904605089
12,74,-1.7401359296862675,1,12.166778120897863
27,74,-1.7051130898668503,1,12.825113334462799
41,74,-2.2658178021977298,1,4.956040826628692
62,74,-1.8322025194963667,1,10.55425392622008
65,74,-2.351021862140063,1,4.182946627897942
96,74,-2.1859372633521574,1,5.768430222075607
5,75,-1.7873413129571813,1,11.3190490012279
47,75,-1.9484554983053761,1,8.748072566027155
70,75,-2.32209139104513,1,4.435078267081275
98,75,-1.9988659388655312,1,8.039460940971228
35,76,-1.718683181706808,1,12.567011553403267
52,76,-1.665463645011593,1,13.601536106490721
82,76,-2.1086912855006625,1,6.640727920774728
98,76,-2.1935930952745855,1,5.686718816410164
102,76,-2.523008933567028,1,2.8868715104984575
110,76,-1.6517230796882332,1,13.878483022190476
12,77,-2.057954264916444,1,7.262938315884016
35,77,-1.6592078985776362,1,13.72711506396306
40,77,-1.8087204789737983,1,10.949697524857864
41,77,-1.9379399478284707,1,8.901418118233048
58,77,-2.9026115001621187,1,1.0370570047780017
102,77,-2.011013161342606,1,7.875141065934473
110,77,-1.6517230796882332,1,13.878483022190476
12,78,-2.2501234908696133,1,5.108754513404501
21,78,-1.6428710005180214,1,14.059079782369874
35,78,-1.8822402103119793,1,9.746509253378205
39,78,-1.6964682943289702,1,12.99155030723299
97,78,-1.7563467650638227,1,11.870596683527381
98,78,-1.8041387824564772,1,11.0280987650943
40,79,-2.817998151752705,1,1.3484656460734732
59,79,-2.4546751457838223,1,3.36203767047459
91,79,-2.205707164502685,1,5.559122225702671
102,79,-1.781497815172995,1,11.421568379001913
2,80,-2.0380413165734876,1,7.518267538452369
59,80,-2.145957267982518,1,6.208882845795846
68,80,-2.346382349151238,1,4.22268071061611
89,80,-2.242808114598993,1,5.181069838398328
90,80,-1.7018271214213205,1,12.888192192212383
91,80,-2.8265753416245634,1,1.3145725456847954
97,80,-1.6380402096002646,1,14.15836074023456
102,80,-1.719705221973509,1,12.547727961807075
34,81,-1.6268438136039203,1,14.390445531670494
35,81,-1.986321955788013,1,8.211742608637588
58,81,-1.7627972484886647,1,11.75422424399658
59,81,-1.6747562966015317,1,13.416553577691523
91,81,-1.9049741412092887,1,9.394835150726454
97,81,-1.7445161095174482,1,12.086222048602474
102,81,-2.2581835341405907,1,5.029913930046821
35,82,-2.0160595973525988,1,7.80759711033955
38,82,-1.8378540938056025,1,10.460659797091118
63,82,-1.9153399041554824,1,9.237593820266811
82,82,-1.8051988361454832,1,11.009922927270182
97,82,-2.2887262646499553,1,4.7389994184068565
115,82,-2.309312392888114,1,4.549796478207316
26,83,-2.0291393213896325,1,7.634485609746031
30,83,-2.454524784688151,1,3.3631390791191915
33,83,-1.761206619980138,1,11.782842644545516
34,83,-1.887961564858617,1,9.657116870681167
70,83,-2.7297469302892243,1,1.7299180365433098
83,83,-1.7793835282456738,1,11.458828631469029
84,83,-1.715783082394859,1,12.621848177538316
89,83,-2.3705799725729055,1,4.0183388537680225
97,83,-1.7326854539711003,1,12.304702830854692
102,83,-1.657912628774023,1,13.75322254994328
108,83,-1.9888183255022283,1,8.177245556855873
35,84,-2.506730683168147,1,2.995548528926571
97,84,-1.744516109517475,1,12.086222048601988
35,85,-1.8153305167916696,1,10.837306588340418
82,85,-2.0974508244134453,1,6.775121138930525
115,85,-1.7637990497225124,1,11.736226094031093
39,86,-2.4480147740827776,1,3.4110666906607774
40,86,-1.7414353007885226,1,12.142840423500155
58,86,-1.8134556596741822,1,10.869098839581575
77,86,-2.736782770785403,1,1.6972383243228133
82,86,-1.7040346863604745,1,12.84578980965112
97,86,-1.9692985648982704,1,8.449809906142692
99,86,-1.632391462310643,1,14.275104348233858
108,86,-1.7258155065321537,1,12.432892839818418
110,86,-2.9763092306990493,1,0.8048694342270781
23,87,-1.7145211233020796,1,12.645764668163796
29,87,-1.7708203454021814,1,11.610648611978684
59,87,-2.3571852896360497,1,4.130570119144199
82,87,-1.692794225273206,1,13.062764212881191
100,87,-3.2940562716317854,1,0.13968297013254968
35,88,-1.6740767193599122,1,13.430018497414903
54,88,-1.8006389679761565,1,11.088262908822303
59,88,-2.0240949477977472,1,7.700915564592284
63,88,-1.935999512230205,1,8.929927135530356
82,88,-2.6931952620364843,1,1.9063324232178858
100,88,-3.0267030071005543,1,0.6651780578223332
103,88,-1.6311602904689233,1,14.30064277278599
27,89,-1.7215753774036489,1,12.512498527312053
35,89,-1.7632896440536698,1,11.745375445701722
114,89,-1.815682564066645,1,10.83134445434038
26,90,-2.2939375895265295,1,4.690585482038859
28,90,-2.4922783626133955,1,3.0943715060024446
34,90,-2.0573352413481647,1,7.27077977523263
58,90,-2.0245323729470055,1,7.695138550938421
114,90,-2.472309189845346,1,3.234597088626731
0,91,-1.810819978721235,1,10.913907705966842
16,91,-1.6407725429630555,1,14.102143597194715
21,91,-2.2103162402040613,1,5.51111772155882
24,91,-2.011842948386191,1,7.864005819944093
34,91,-1.9091332744198224,1,9.331511829283377
35,91,-1.8748057999208414,1,9.863566316877575
36,91,-1.7826467548237157,1,11.401357738657227
58,91,-1.8810002079214365,1,9.765962715425133
86,91,-2.332802735161981,1,4.340511140719314
110,91,-1.9000829830027828,1,9.469703410010712
30,92,-1.675155653963566,1,13.408645466740992
34,92,-2.000877349184971,1,8.01208175016736
37,92,-1.7648901811698843,1,11.716646020314341
39,92,-2.0778500900249015,1,7.014147457636877
59,92,-2.2434471241303275,1,5.17472407114977
76,92,-2.1155685208151556,1,6.559455850194789
83,92,-2.3498133560054693,1,4.193271093913601
110,92,-2.54167939989865,1,2.7655978600654625
0,93,-2.218421523747067,1,5.42741951917134
29,93,-1.7224105209358012,1,12.496789783905909
36,93,-1.766354158619001,1,11.690412902610786
58,93,-1.9232155505760473,1,9.119413283617416
63,93,-1.8946802960808067,1,9.552905714421964
80,93,-1.7893694380105993,1,11.283625106947843
82,93,-1.7939583750582657,1,11.203772626588265
26,94,-2.0026594945759264,1,7.987879839726969
88,94,-1.650413688589512,1,13.905088713172763
26,95,-2.2233247180233406,1,5.377230620121763
36,95,-2.5891302669559666,1,2.473146466103953
85,95,-1.8129105355844577,1,10.878355372611688
27,96,-2.8245486423676542,1,1.322532225776115
28,96,-1.8568269085646196,1,10.150884615707477
108,96,-1.6882436752507082,1,13.151363354510218
109,96,-2.0259794323220213,1,7.676049797832301
0,97,-1.723954075682936,1,12.467794144169082
21,97,-1.8402432578001149,1,10.421276382215867
27,97,-2.3224488724959538,1,4.431898887701879
96,97,-2.0482543268091336,1,7.386516688262032
110,97,-1.7897008037518578,1,11.277845081779517
23,98,-2.5922126130451866,1,2.4549128699741796
27,98,-2.5858454730843934,1,2.492678568538128
114,98,-1.6542170003505685,1,13.827912170761115
0,99,-1.7840920085556324,1,11.375971903569637
109,99,-1.9575648010840991,1,8.61679410245129
0,100,-1.6304061801032668,1,14.316301994750571
28,100,-1.6450097572150504,1,14.01528845502774
96,100,-1.7900988207909487,1,11.270905318907012
115,100,-1.8921551304673425,1,9.591975779704441
0,101,-1.6638161428103,1,13.634526181710763
30,101,-2.6176485562351752,1,2.3079073568383532
84,101,-2.070971031564971,1,7.099460024006104
96,101,-1.695441801917622,1,13.011417904147585
111,101,-2.7898191406414323,1,1.463686188407302
0,102,-1.8375479488868678,1,10.465714189307493
84,102,-2.2579120574439915,1,5.032555222631733
29,103,-1.7950252576353531,1,11.185267093015863
96,103,-1.8417299219945777,1,10.396824651821477
111,103,-1.9377026747209567,1,8.904900594398843
14,104,-1.7227588884367175,1,12.490241393966361
14,105,-1.8896908783040625,1,9.630215507602658
22,105,-2.119864844542413,1,6.509048868510095
63,105,-1.9153399041555292,1,9.2375938202661
14,106,-2.3828990301848947,1,3.9170303796599217
91,106,-2.0601911854897472,1,7.234653146814726
