track_id,batch_id,temp
0,0,0.8999999999999773
1,0,0.4465116279069778
2,0,-0.4823529411764666
2,1,-0.07058823529412032
3,0,0.4352941176470575
3,1,-0.47058823529411764
3,2,-0.10588235294117379
4,0,-0.5883720930232548
4,1,0.11395348837209514
4,2,0.06046511627906765
5,0,0.0682926829268337
5,1,-0.258536585365857
5,2,0.6756097560975621
5,3,-0.8243902439024379
6,0,0.7446808510638298
6,1,-0.3489361702127679
6,2,-0.5361702127659584
6,3,0.0
7,0,1.1181818181818193
7,1,-0.4840909090909081
7,2,-0.24545454545454443
7,3,0.6499999999999979
7,4,0.4136363636363647
8,0,0.03399999999999636
8,1,-0.32
8,2,-0.16799999999999726
8,3,-0.06599999999999909
8,4,0.19
9,0,0.3893617021276586
9,1,-0.20000000000000193
9,2,0.327659574468087
9,3,-0.399999999999999
9,4,0.02978723404255029
9,5,0.16595744680850968
10,0,0.29545454545454547
10,1,-0.23409090909090804
10,2,-0.4090909090909091
10,3,-0.2681818181818223
10,4,0.013636363636366737
10,5,-0.15681818181818388
10,6,0.3272727272727293
11,0,0.4061224489795937
11,1,-0.08571428571428664
11,2,-0.3081632653061206
11,3,0.27755102040816143
11,4,0.026530612244897032
11,5,0.16326530612244897
11,6,-0.24897959183673563
12,0,-1.0978260869565217
12,1,0.15217391304347827
12,2,0.31521739130434784
12,3,-0.6152173913043468
12,4,-0.04999999999999901
12,5,0.1956521739130435
12,6,-0.28913043478261263
12,7,0.4260869565217421
13,0,0.08636363636363532
13,1,0.2977272727272707
13,2,0.11136363636363843
13,3,-0.10681818181818285
13,4,-0.6340909090909111
13,5,0.1772727272727314
13,6,0.18636363636363223
13,7,0.4659090909090909
13,8,-0.07954545454545454
14,0,-0.4106382978723443
14,1,-0.02765957446808414
14,2,-0.017021276595743713
14,3,-0.2808510638297882
14,4,0.1702127659574468
14,5,-0.6170212765957447
14,6,0.6680851063829807
14,7,-0.16170212765957737
14,8,-0.3361702127659565
15,0,0.7130434782608686
15,1,-0.25869565217391005
15,2,0.4782608695652174
15,3,-0.03478260869565514
15,4,-0.43043478260869467
15,5,0.2565217391304338
15,6,0.056521739130437745
15,7,0.29782608695652274
15,8,-0.2826086956521739
15,9,0.6847826086956522
16,0,0.20204081632652782
16,1,-0.3020408163265297
16,2,0.08367346938775788
16,3,-0.3979591836734694
16,4,-0.006122448979595549
16,5,0.028571428571430427
16,6,0.008163265306124306
16,7,-0.21020408163265678
16,8,0.3816326530612254
16,9,-0.21632653061224305
17,0,0.2127659574468085
17,1,-0.036170212765958415
17,2,-0.05531914893616828
17,3,-0.08936170212766054
17,4,0.3702127659574439
17,5,-0.12553191489361412
17,6,-0.31702127659574664
17,7,0.38723404255319244
17,8,0.25319148936170405
17,9,-0.13829787234042554
17,10,-0.019148936170214702
18,0,-0.05111111111111515
18,1,-0.3111111111111111
18,2,-0.18666666666666362
18,3,-0.6888888888888889
18,4,0.4266666666666677
18,5,-0.35555555555555557
18,6,0.10666666666666566
18,7,0.017777777777776768
18,8,0.25333333333333535
18,9,-0.06888888888889191
18,10,0.19555555555555454
18,11,0.6355555555555585
19,0,0.3083333333333324
19,1,-0.4729166666666629
19,2,0.11041666666666572
19,3,-0.5500000000000019
19,4,0.5041666666666677
19,5,-0.5187500000000019
19,6,0.7000000000000028
19,7,-0.3125
19,8,0.07499999999999811
19,9,-0.10416666666666667
19,10,0.4479166666666667
