residuals,MR,I_UCL,I_CL,I_LCL,I_TEST1,MR_UCL,MR_CL,MR_LCL,MR_TEST1
0.007532051282052,,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.2422275641225606,0.2497596154046126,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.3743055541395628,0.13207799001700218,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.7211682737714563,1.095473827911019,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.3070653901746039,1.02823366394606,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.3039726449535592,0.611038035128163,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.4070596032997575,0.1030869583461983,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.4763809961053328,0.8834405994050902,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.4207362849390422,0.897117281044375,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.3186346535882444,0.7393709385272866,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.2193975858597762,0.09923706772846819,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.7826693382674184,1.0020669241271944,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.983484993602376,0.2008156553349576,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.4689862003835231,1.452471193985899,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,1.452471193985899
0.0022795687798246,0.4712657691633477,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.4065815400582483,0.4043019712784237,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.5701649565239915,0.16358341646574315,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.3890109077577369,0.9591758642817283,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.1785366253161089,0.210474282441628,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.2796097823406114,0.10107315702450251,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.246204988526949,0.5258147708675605,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.1546877478390705,0.0915172406878785,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.3979621817984813,0.2432744339594108,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.0052934359706521,0.3926687458278292,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.3840487366915676,0.3893421726622197,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.0518862937473706,0.332162442944197,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.0876457338966375,0.0357594401492669,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.3702298066002486,0.28258407270361113,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.2211082030954955,0.5913380096957441,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.2815001879026547,0.5026083909981502,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
0.572818587975048,0.8543187758777027,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
-0.5331772928813179,1.105995880856366,1.0716934046219573,0.00015964770163692918,-1.0713741092186833,,1.3165172933509701,0.40303212271615857,0,
